year,title,clean_test,binary,intgross_2013
1974,Young Frankenstein,men,FAIL,407657562
1973,American Graffiti,men,FAIL,734145189
1973,High Plains Drifter,notalk,FAIL,82329139
1973,Sleeper,notalk,FAIL,96197818
1973,The Exorcist,ok,PASS,2111900435
1973,The Sting,notalk,FAIL,837011132
1972,1776,notalk,FAIL,0
1972,Pink Flamingos,ok,PASS,2305762
1972,The Godfather,notalk,FAIL,1496119403
1971,Escape from the Planet of the Apes,notalk,FAIL,70780525
1971,Shaft,notalk,FAIL,616827003
1971,Straw Dogs,notalk,FAIL,64760273
1971,The French Connection,notalk,FAIL,236848653
1971,Willy Wonka &amp; the Chocolate Factory,men,FAIL,23018057
1970,Beyond the Valley of the Dolls,ok,PASS,53978683
